---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ItemTags,ArmourValue,ArmorType,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,SoundTransmitterType,KnockbackResponseWeapon,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,CoolDownTime,ReuseTime,SelectionWeight,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackOffenseBasicOnBlock,KnockbackOffenseSpecialOnBlock,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,RepairXP,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID,WarPaintID,StaminaCostMultiplier,StaminaClimbingCostMultiplier,LeavesGhostItem,DLCPackage,SpawnTemplateID
11114,"NSLOCTEXT("""", ""ItemTable_11114_Name"", ""Short Handle"")","NSLOCTEXT("""", ""ItemTable_11114_ShortDesc"", ""A handle required for crafting high end weapons"")","NSLOCTEXT("""", ""ItemTable_11114_LongDesc"", ""As the materials used for crafting blades, heads and shields grows stronger, it is important that the other elements of the weapon are strengthened to compensate for the additional strains.\n\nThis handle is functional and will prevent weapons from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_handle_short.icon_handle_short,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,2,1,12511,8,1,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11114_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11114_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11115,"NSLOCTEXT("""", ""ItemTable_11115_Name"", ""Long Handle"")","NSLOCTEXT("""", ""ItemTable_11115_ShortDesc"", ""A handle required for crafting high end weapons"")","NSLOCTEXT("""", ""ItemTable_11115_LongDesc"", ""As the materials used for crafting blades, heads and shields grows stronger, it is important that the other elements of the weapon are strengthened to compensate for the additional strains.\n\nThis handle is functional and will prevent weapons from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_handle_long.icon_handle_long,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,3,1,12512,8,1,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11115_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11115_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11116,"NSLOCTEXT("""", ""ItemTable_11116_Name"", ""Shield Frame"")","NSLOCTEXT("""", ""ItemTable_11116_ShortDesc"", ""A shield frame required for crafting high end shields"")","NSLOCTEXT("""", ""ItemTable_11116_LongDesc"", ""As the materials used for crafting blades, heads and shields grows stronger, it is important that the other elements of the weapon are strengthened to compensate for the additional strains.\n\nThis frame is functional and will prevent shields from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_frame_shield.icon_frame_shield,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,3,1,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11116_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11116_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11117,"NSLOCTEXT("""", ""ItemTable_11117_Name"", ""Sturdy String"")","NSLOCTEXT("""", ""ItemTable_11117_ShortDesc"", ""A strengthened length of string required for crafting high end bows and crossbows"")","NSLOCTEXT("""", ""ItemTable_11117_LongDesc"", ""As the materials used for crafting blades, heads and shields grows stronger, it is important that the other elements of the weapon are strengthened to compensate for the additional strains.\n\nThis length of string is functional and will prevent weapons from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_sturdy_string.icon_sturdy_string,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,12513,12,1,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11117_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11117_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11118,"NSLOCTEXT("""", ""ItemTable_11118_Name"", ""Dagger Handle"")","NSLOCTEXT("""", ""ItemTable_11118_ShortDesc"", ""A handle required for crafting high end weapons"")","NSLOCTEXT("""", ""ItemTable_11118_LongDesc"", ""As the materials used for crafting blades, heads and shields grows stronger, it is important that the other elements of the weapon are strengthened to compensate for the additional strains.\n\nThis handle is functional and will prevent weapons from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_dagger_handle.icon_dagger_handle,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,1,1,12511,8,1,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11118_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11118_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11119,"NSLOCTEXT("""", ""ItemTable_11119_Name"", ""Spear Handle"")","NSLOCTEXT("""", ""ItemTable_11119_ShortDesc"", ""A handle required for crafting high end weapons"")","NSLOCTEXT("""", ""ItemTable_11119_LongDesc"", ""As the materials used for crafting blades, heads and shields grows stronger, it is important that the other elements of the weapon are strengthened to compensate for the additional strains.\n\nThis handle is functional and will prevent weapons from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_spear_handle.icon_spear_handle,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,3,1,12512,8,1,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11119_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11119_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11120,"NSLOCTEXT("""", ""ItemTable_11120_Name"", ""Throwing Axe Handle"")","NSLOCTEXT("""", ""ItemTable_11120_ShortDesc"", ""A handle required for crafting high end weapons"")","NSLOCTEXT("""", ""ItemTable_11120_LongDesc"", ""As the materials used for crafting blades, heads and shields grows stronger, it is important that the other elements of the weapon are strengthened to compensate for the additional strains.\n\nThis handle is functional and will prevent weapons from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_throwingaxe_handle.icon_throwingaxe_handle,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,1,1,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11120_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11120_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11121,"NSLOCTEXT("""", ""ItemTable_11121_Name"", ""Frost Lotus Powder"")","NSLOCTEXT("""", ""ItemTable_11121_ShortDesc"", ""A small bag of frost lotus powder"")","NSLOCTEXT("""", ""ItemTable_11121_LongDesc"", ""Unlike the other flowers of this family, the frost lotus has no towering reputation for strange mystical effects. It is possible that alchemists have simply not discovered the best possible use of this blossom - further experimentation is the only way to find out.\n\nWhat effect the dried powder of the flower will have, is unknown."")",/Game/UI/Textures/Icons/icon_frost_lotus_powder.icon_frost_lotus_powder,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11080,1,1,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11121_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11121_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11122,"NSLOCTEXT("""", ""ItemTable_11122_Name"", ""Yellow Lotus Powder"")","NSLOCTEXT("""", ""ItemTable_11122_ShortDesc"", ""A small bag of yellow lotus powder"")","NSLOCTEXT("""", ""ItemTable_11122_LongDesc"", ""While the black lotus is feared for its deadly effect, the yellow lotus is known for its ability to cause visions and hallucinations of great import.\n\nThose who lose themselves in the lotus dreams can have a difficult path back, but eternal renewal is worth the risk.\n\nWhat effect the dried powder of the flower will have, is unknown."")",/Game/UI/Textures/Icons/icon_yellow_lotus_powder.icon_yellow_lotus_powder,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.010000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,14151,1,1,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11122_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11122_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11123,"NSLOCTEXT("""", ""ItemTable_11123_Name"", ""Golden Lotus Powder"")","NSLOCTEXT("""", ""ItemTable_11123_ShortDesc"", ""A small bag of golden lotus powder"")","NSLOCTEXT("""", ""ItemTable_11123_LongDesc"", ""<span style=\""italic\"">There was no dagger in her fingers; they grasped a stalk of golden lotus, the crushed blossoms drooping on the bruised stem.</> - People of the Black Circle\n\nKnown for its healing properties, golden lotus has been rumored to be able to mend broken bones, heal scars and even unnaturally extend the life of those who drink it.\n\nWhat effect the dried powder of the flower will have, is unknown."")",/Game/UI/Textures/Icons/icon_golden_lotus_powder.icon_golden_lotus_powder,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.010000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11089,1,1,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11123_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11123_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11124,"NSLOCTEXT("""", ""ItemTable_11124_Name"", ""Crimson Lotus Flower"")","NSLOCTEXT("""", ""ItemTable_11124_ShortDesc"", ""A blossom plucked from the crimson lotus"")","NSLOCTEXT("""", ""ItemTable_11124_LongDesc"", ""There are many varieties of lotus in the world, but the Exiled Lands seems to bring forth a few unique varieties. The Crimson Lotus grows on the site of ancient battlefields - it seems to thrive in soil that has been soaked in blood.\n\nWhat special properties does it have? It will take an avid (or foolhardy) alchemist to find out."")",/Game/UI/Textures/Icons/icon_crimson_lotus_flower.icon_crimson_lotus_flower,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.010000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11126,1,1,11077,1,1,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11124_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11124_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11125,"NSLOCTEXT("""", ""ItemTable_11125_Name"", ""Crimson Lotus Powder"")","NSLOCTEXT("""", ""ItemTable_11125_ShortDesc"", ""A small bag of crimson lotus powder"")","NSLOCTEXT("""", ""ItemTable_11125_LongDesc"", ""There are many varieties of lotus in the world, but the Exiled Lands seems to bring forth a few unique varieties. The Crimson Lotus grows on the site of ancient battlefields - it seems to thrive in soil that has been soaked in blood.\n\nWhat effect the dried powder of the flower will have, is unknown."")",/Game/UI/Textures/Icons/icon_crimson_lotus_powder.icon_crimson_lotus_powder,/Game/Items/Hunger/BPGameItemFood_LotusPotion_Crimson.BPGameItemFood_LotusPotion_Crimson_C,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.010000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11124,1,1,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11125_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_11125_SecondModifier"", ""Consumable"")","NSLOCTEXT("""", ""ItemTable_11125_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11126,"NSLOCTEXT("""", ""ItemTable_11126_Name"", ""Crimson Lotus Seeds"")","NSLOCTEXT("""", ""ItemTable_11126_ShortDesc"", ""Seeds of the crimson lotus"")","NSLOCTEXT("""", ""ItemTable_11126_LongDesc"", ""There are many varieties of lotus in the world, but the Exiled Lands seems to bring forth a few unique varieties. The Crimson Lotus grows on the site of ancient battlefields - it seems to thrive in soil that has been soaked in blood.\n\nThese seeds can be placed in a planter and together with fertilizer will grow a plant over time. These plants may then be collected or left as decoration."")",/Game/UI/Textures/Icons/icon_crimson_lotus_seeds.icon_crimson_lotus_seeds,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.010000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11126_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11126_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11127,"NSLOCTEXT("""", ""ItemTable_11127_Name"", ""Albino Bat Demon Blood"")","NSLOCTEXT("""", ""ItemTable_11127_ShortDesc"", ""Black liquid that reeks of the outer dark"")","NSLOCTEXT("""", ""ItemTable_11127_LongDesc"", ""This black ooze, harvested from the corpse of a demonic entity, steams slightly when exposed to air.\nBlood is used to increase the potency of the blasphemous rituals of both priests and sorcerers. And this is particularly potent blood.\nThe nature of demons is hotly disputed by scholars. Some suggest that they are simply remnants of elder races that stalked the earth before mankind, while others insist that they are formless creatures from the outer void given form by the incantation of vile sorceries.\n"")",/Game/UI/Textures/Icons/icon_demon_blood.icon_demon_blood,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11127_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11127_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11128,"NSLOCTEXT("""", ""ItemTable_11128_Name"", ""True Indigo Seeds"")","NSLOCTEXT("""", ""ItemTable_11128_ShortDesc"", ""Seeds that can be planted"")","NSLOCTEXT("""", ""ItemTable_11128_LongDesc"", ""Though not as exciting as the life of the adventurer, the life of the farmer is still considered a vital and noble pursuit. Without food, after all, how can any hope to survive the rigors of the wilderness?"")",/Game/UI/Textures/Icons/icon_midnight_blue_flower_seeds.icon_midnight_blue_flower_seeds,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.010000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11128_FirstModifier"", ""Mid Grade"")",,"NSLOCTEXT("""", ""ItemTable_11128_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11129,"NSLOCTEXT("""", ""ItemTable_11129_Name"", ""Lance Core"")","NSLOCTEXT("""", ""ItemTable_11129_ShortDesc"", ""A core required for crafting lances"")","NSLOCTEXT("""", ""ItemTable_11129_LongDesc"", ""As the materials used for crafting handles, tips and guards grows stronger, it is important that the core of the weapon is strengthened to compensate for the additional strains.\n\nThis handle is functional and will prevent weapons from breaking immediately upon entering battle."")",/Game/UI/Textures/Icons/icon_handle_long.icon_handle_long,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,1000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11108,8,1,12511,8,1,18030,8,1,0,0,0,315.000000,"NSLOCTEXT("""", ""ItemTable_11129_FirstModifier"", ""High Grade"")",,"NSLOCTEXT("""", ""ItemTable_11129_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11497,"NSLOCTEXT("""", ""ItemTable_11497_Name"", ""Scraps"")","NSLOCTEXT("""", ""ItemTable_11497_ShortDesc"", ""Flimsy metal scraps"")","NSLOCTEXT("""", ""ItemTable_11497_LongDesc"", ""These scraps are not useful for anything except for being smelted in a furnace."")",/Game/UI/Textures/Icons/icon_scraps.icon_scraps,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,10000,0,Material,,0.000000,0,2,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.100000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11497_FirstModifier"", ""Mid Grade"")",,"NSLOCTEXT("""", ""ItemTable_11497_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11498,"NSLOCTEXT("""", ""ItemTable_11498_Name"", ""Eldarium"")","NSLOCTEXT("""", ""ItemTable_11498_ShortDesc"", ""A piece of reforged Eldarium"")","NSLOCTEXT("""", ""ItemTable_11498_LongDesc"", ""Recovered from a vault and reforged with hardened steel, this is the closest approximation to the vault materials that it is possible to make.\n\nIt is almost alien in its qualities, being easier to work than steel and yet harder than any other substance found in the natural world."")",/Game/UI/Textures/Icons/icon_eldarium_bar.icon_eldarium_bar,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,10000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.130000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,11497,1,1,0,0,0,0,0,0,0,0,0,0.000000,"NSLOCTEXT("""", ""ItemTable_11498_FirstModifier"", ""Mid Grade"")",,"NSLOCTEXT("""", ""ItemTable_11498_ThirdModifier"", ""Ingredient"")",,0,0,50.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11499,"NSLOCTEXT("""", ""ItemTable_11499_Name"", ""Decaying Eldarium"")","NSLOCTEXT("""", ""ItemTable_11499_ShortDesc"", ""Heavily decayed chunks of Eldarium"")","NSLOCTEXT("""", ""ItemTable_11499_LongDesc"", ""This decayed chunk of metal was recovered from the interior of one of the vaults on the Isle of Siptah. The origin and construction of this metal is unknown and the secret of its smithing has long been forgotten. \n\nWith the right process, however, it is possible to salvage useable metal from this decayed piece."")",/Game/UI/Textures/Icons/icon_eldarium_decayed.icon_eldarium_decayed,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,200,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.130000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11499_FirstModifier"", ""Mid Grade"")",,"NSLOCTEXT("""", ""ItemTable_11499_ThirdModifier"", ""Ingredient"")",,0,0,17.142857,1,0,None,-1,-1,1.000000,1.000000,False,None,None
11500,"NSLOCTEXT("""", ""ItemTable_11500_Name"", ""Corrupted Stone"")","NSLOCTEXT("""", ""ItemTable_11500_ShortDesc"", ""A chunk of stone pulsing with corruption"")","NSLOCTEXT("""", ""ItemTable_11500_LongDesc"", ""Thousands of years of sorcerous rituals have left their essence embedded deeply in this stone. It seethes with dark intent - but perhaps that can be useful."")",/Game/UI/Textures/Icons/icon_corrupted_stone.icon_corrupted_stone,/Script/ConanSandbox.GameItem,None,/Game/Items/GatheringResources/Rock1.Rock1_C,None,10000,0,Material,,0.000000,0,8,None,None,,0,False,0,0,0,0,0.000000,0.000000,0.130000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.000000,0,0,0,0,Default,0.000000,0.000000,0,0,0,0,0,0,None,None,None,0,0,0,0.000000,0,0.000000,10001,2,1,12514,1,1,0,0,0,0,0,0,2.000000,"NSLOCTEXT("""", ""ItemTable_11500_FirstModifier"", ""Mid Grade"")",,"NSLOCTEXT("""", ""ItemTable_11500_ThirdModifier"", ""Ingredient"")",,0,0,0.000000,1,0,None,-1,-1,1.000000,1.000000,False,None,None
